trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon_2.started,mouse_2.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,polygon.started,mouse.started,time_in_run,x_coord_mouse,y_coord_mouse,x_coord_target,y_coord_target,opacity,polygon.stopped,mouse.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,3.622932195663452,0.018329938900203666,-0.029531568228105907,-0.7637840967324556,-1.8780455700507386,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.626849889755249,0.017311608961303463,-0.03054989816700611,-0.7727636186271445,-2.1284110584321017,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.6400370597839355,0.016293279022403257,-0.032586558044806514,-0.7668481117519333,-1.849312179384439,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.643559217453003,0.015274949083503055,-0.03360488798370672,-0.6669473867241811,-2.267217196636334,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.657291889190674,0.014256619144602852,-0.03767820773930754,-0.7695031358754326,-2.683878404731527,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.6614410877227783,0.014256619144602852,-0.03767820773930754,-0.8382737775213677,-3.0014531557766584,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.6744742393493652,0.012219959266802444,-0.04175152749490835,-0.7096391461888711,-2.4419451049079135,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.6789019107818604,0.012219959266802444,-0.04175152749490835,0.14000933506919677,-2.8646536932258466,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.6915459632873535,0.012219959266802444,-0.04378818737270876,0.3125323303094068,-3.0648892351867922,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.695801019668579,0.012219959266802444,-0.04378818737270876,0.28085966114023914,-3.33271148738954,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
